file_name,rule_id,rule_name,checker_key,severity,line_start,line_end,code_snippet,message
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,980,980,"dpSet($SetDP + \"".cmd.HOLD_RESET\"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,982,982,"dpSet($SetDP + \"".cmd.HOLD_BIT\"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,991,991,"dpSet($SetDP + \"".cmd.AL_RESET\"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,993,993,"dpSet($SetDP + \"".cmd.ALMRESET_BIT\"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1002,1002,"dpSet($SetDP + \"".cmd.CANCEL\"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1004,1004,"dpSet($SetDP + \"".cmd.CANCEL_BIT\"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_ERR_002,"Try, Catch 예외처리",ctl.try_catch,Medium,1039,1039,,"[CTL_ERR_002] 위반: Try, Catch 예외처리"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1112,1112,"dpSet($SetDP  + \"".cmd.AUTOSEL.SEL1\"",cur_value[1]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1113,1113,"dpSet($SetDP  + \"".cmd.AUTOSEL.SEL2\"",cur_value[2]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1114,1114,"dpSet($SetDP  + \"".cmd.AUTOSEL.SEL3\"",cur_value[3]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1115,1115,"dpSet($SetDP  + \"".cmd.AUTOSEL.SEL4\"",cur_value[4]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,1116,1116,"dpSet($SetDP  + \"".cmd.AUTOSEL.SEL5\"",cur_value[5]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,2862,2862,"dpConnect(\""EP_setBackColorCB\"",","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,2908,2908,"dpConnect(\""EP_setBackColorCB\"",","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,Info,2954,2954,"dpConnect(\""EP_setBackColorCB\"",","[INFO] CTL_RES_001 — PNL 화면 초기화 이벤트 내 dpConnect 호출입니다. 화면 종료 시 자동 해제되어 메모리 누수 위험은 낮으나, 명시적 dpDisconnect 작성을 통한 자원 해제를 권장합니다."
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,3111,3111,"dpGet(\""C1_HVAC:T1_HGB_C2701A_ZV.PVLAST\"",ST1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,3112,3112,"dpGet(\""C1_HVAC:T1_DPT_C2HG01NLOGIC.alert.LOOPERR\"",LOOP1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,Medium,3113,3113,"dpGet(\""C1_HVAC:T1_HGB_C2701A_MVD_I.PVLAST\"",PV1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화"
